Date,Open,High,Low,Close,Adj Close,Volume
2013-05-31,32.17714309692383,32.797142028808594,32.00714111328125,32.32143020629883,32.32143020629883,25416300
2013-06-03,32.43571472167969,32.5,31.08142852783203,31.709999084472656,31.709999084472656,21270900
2013-06-04,31.445714950561523,32.50714111328125,31.224285125732422,32.18714141845703,32.18714141845703,23006900
2013-06-05,31.88428497314453,32.57143020629883,31.200000762939453,31.9228572845459,31.9228572845459,33096000
2013-06-06,31.731428146362305,32.20000076293945,30.571428298950195,31.105714797973633,31.105714797973633,26069400
2013-06-07,31.234285354614258,31.545713424682617,30.80714225769043,31.459999084472656,31.459999084472656,15299200
2013-06-10,31.86142921447754,31.904285430908203,30.86571502685547,31.56142807006836,31.56142807006836,13812400
2013-06-11,31.121429443359375,31.46714210510254,30.542856216430664,30.637142181396484,30.637142181396484,14213500
2013-06-12,30.832857131958008,30.832857131958008,29.5528564453125,29.662857055664062,29.662857055664062,19108600
2013-06-13,29.71285629272461,30.792856216430664,29.39285659790039,30.770000457763672,30.770000457763672,18511500
2013-06-14,30.681428909301758,31.04142951965332,30.33142852783203,30.56999969482422,30.56999969482422,12495700
2013-06-17,32.220001220703125,32.92856979370117,31.964284896850586,32.74714279174805,32.74714279174805,35851200
2013-06-18,32.89142990112305,33.0,32.342857360839844,32.689998626708984,32.689998626708984,17476900
2013-06-19,32.57143020629883,33.6971435546875,32.51571273803711,33.18714141845703,33.18714141845703,22353100
2013-06-20,32.781429290771484,33.0,31.505714416503906,31.931428909301758,31.931428909301758,21116200
2013-06-21,32.150001525878906,32.34000015258789,30.600000381469727,30.985713958740234,30.985713958740234,23398200
2013-06-24,30.428571701049805,31.297142028808594,29.85714340209961,30.799999237060547,30.799999237060547,17896200
2013-06-25,30.281429290771484,30.5,29.65142822265625,30.41428565979004,30.41428565979004,20918800
2013-06-26,30.649999618530273,31.178571701049805,30.117143630981445,30.299999237060547,30.299999237060547,18834200
2013-06-27,30.415714263916016,30.961427688598633,29.94285774230957,30.709999084472656,30.709999084472656,18326700
2013-06-28,30.610000610351562,30.899999618530273,30.007143020629883,30.15571403503418,30.15571403503418,19581100
2013-07-01,30.51714324951172,32.189998626708984,30.285715103149414,32.040000915527344,32.040000915527344,24517500
2013-07-02,32.17571258544922,32.4957160949707,31.14285659790039,31.637142181396484,31.637142181396484,17730300
2013-07-03,31.731428146362305,32.0,31.27857208251953,31.558570861816406,31.558570861816406,8625400
2013-07-05,31.727142333984375,32.17856979370117,31.332857131958008,32.157142639160156,32.157142639160156,9957500
2013-07-08,32.42571258544922,33.605712890625,32.21571350097656,33.29999923706055,33.29999923706055,24289300
2013-07-09,33.577144622802734,35.34428405761719,33.5528564453125,35.34000015258789,35.34000015258789,35509600
2013-07-10,35.07857131958008,35.271427154541016,34.172855377197266,34.83142852783203,34.83142852783203,22578500
2013-07-11,35.42856979370117,35.599998474121094,34.40285873413086,34.88142776489258,34.88142776489258,21146300
2013-07-12,35.11857223510742,36.77571487426758,35.10714340209961,36.751426696777344,36.751426696777344,34238400
2013-07-15,37.05714416503906,37.121429443359375,36.01856994628906,36.854286193847656,36.854286193847656,20612900
2013-07-16,36.755714416503906,38.0528564453125,36.67142868041992,37.211429595947266,37.211429595947266,33356400
2013-07-17,37.31999969482422,38.32285690307617,36.952857971191406,38.27428436279297,38.27428436279297,19510400
2013-07-18,38.61571502685547,38.61571502685547,37.71428680419922,38.058570861816406,38.058570861816406,20487600
2013-07-19,38.20428466796875,38.27857208251953,37.59714126586914,37.797142028808594,37.797142028808594,18120200
2013-07-22,38.121429443359375,38.39285659790039,36.73143005371094,37.422855377197266,37.422855377197266,47313700
2013-07-23,35.91428756713867,37.461429595947266,35.17142868041992,35.751426696777344,35.751426696777344,76829200
2013-07-24,35.674285888671875,36.03571319580078,34.31428527832031,34.47142791748047,34.47142791748047,33409600
2013-07-25,34.36571502685547,35.380001068115234,34.272857666015625,35.248573303222656,35.248573303222656,19634300
2013-07-26,34.94571304321289,35.28285598754883,34.40142822265625,35.18714141845703,35.18714141845703,17826900
2013-07-29,35.15142822265625,35.810001373291016,34.64285659790039,34.994285583496094,34.994285583496094,13215300
2013-07-30,35.05714416503906,35.415714263916016,34.54428482055664,34.82285690307617,34.82285690307617,10890600
2013-07-31,34.772857666015625,35.29999923706055,34.56285858154297,34.92571258544922,34.92571258544922,13120800
2013-08-01,35.220001220703125,35.71428680419922,34.93857192993164,35.58856964111328,35.58856964111328,14139300
2013-08-02,35.619998931884766,35.619998931884766,34.97142791748047,35.16857147216797,35.16857147216797,13879600
2013-08-05,34.84428405761719,36.271427154541016,34.48285675048828,36.262855529785156,36.262855529785156,22962100
2013-08-06,36.27857208251953,36.79999923706055,35.728572845458984,36.55714416503906,36.55714416503906,20413400
2013-08-07,36.33714294433594,36.781429290771484,35.522857666015625,35.6014289855957,35.6014289855957,16328900
2013-08-08,35.98143005371094,36.271427154541016,35.49285888671875,35.771427154541016,35.771427154541016,14800100
2013-08-09,35.71285629272461,36.244285583496094,35.68571472167969,36.10714340209961,36.10714340209961,12322800
2013-08-12,35.89714431762695,36.71428680419922,35.77428436279297,36.657142639160156,36.657142639160156,17804500
2013-08-13,36.95000076293945,37.4571418762207,36.18000030517578,37.02714157104492,37.02714157104492,21940800
2013-08-14,36.900001525878906,37.68428421020508,36.86000061035156,37.40142822265625,37.40142822265625,17399900
2013-08-15,37.0,37.21285629272461,35.908573150634766,36.2014274597168,36.2014274597168,16629200
2013-08-16,36.172855377197266,37.16428756713867,35.87571334838867,36.98143005371094,36.98143005371094,21354200
2013-08-19,36.85714340209961,37.64285659790039,36.82143020629883,37.111427307128906,37.111427307128906,15497300
2013-08-20,37.56142807006836,39.077144622802734,37.5,39.04142761230469,39.04142761230469,30140600
2013-08-21,38.98428726196289,39.235713958740234,38.21428680419922,38.62428665161133,38.62428665161133,21258300
2013-08-22,38.931427001953125,39.06571578979492,38.318572998046875,38.53571319580078,38.53571319580078,9961700
2013-08-23,38.57857131958008,39.77000045776367,38.431427001953125,39.76571273803711,39.76571273803711,22285200
2013-08-26,39.44428634643555,41.41999816894531,39.1485710144043,40.388572692871094,40.388572692871094,31017700
2013-08-27,39.878570556640625,40.84000015258789,39.21428680419922,39.43428421020508,39.43428421020508,23138500
2013-08-28,39.808570861816406,40.71428680419922,39.485713958740234,40.47999954223633,40.47999954223633,19355700
2013-08-29,40.575714111328125,41.461429595947266,40.5485725402832,41.121429443359375,41.121429443359375,19059600
2013-08-30,41.17856979370117,41.26142883300781,40.42142868041992,40.558570861816406,40.558570861816406,15149400
2013-09-03,41.06142807006836,41.529998779296875,40.650001525878906,41.28571319580078,41.28571319580078,19969600
2013-09-04,41.262855529785156,41.86571502685547,40.998573303222656,41.77571487426758,41.77571487426758,19701500
2013-09-05,42.400001525878906,42.70428466796875,42.060001373291016,42.158573150634766,42.158573150634766,19072200
2013-09-06,42.33285903930664,42.35857009887695,41.4571418762207,41.6485710144043,41.6485710144043,17698800
2013-09-09,41.82143020629883,42.18571472167969,41.468570709228516,42.021427154541016,42.021427154541016,13840400
2013-09-10,42.5,44.748573303222656,42.40142822265625,44.72285842895508,44.72285842895508,36682100
2013-09-11,44.81999969482422,44.88285827636719,43.41143035888672,44.0428581237793,44.0428581237793,29940400
2013-09-12,43.119998931884766,43.77857208251953,42.621429443359375,43.058570861816406,43.058570861816406,21947800
2013-09-13,43.14285659790039,43.71428680419922,42.74142837524414,43.66428756713867,43.66428756713867,15029700
2013-09-16,44.28571319580078,44.31285858154297,43.11428451538086,43.165714263916016,43.165714263916016,14055300
2013-09-17,43.1485710144043,43.32285690307617,42.52857208251953,42.7928581237793,42.7928581237793,18200700
2013-09-18,42.70857238769531,43.95428466796875,42.58856964111328,43.8457145690918,43.8457145690918,13739600
2013-09-19,44.0528564453125,44.10714340209961,43.43000030517578,43.64285659790039,43.64285659790039,17449600
2013-09-20,43.691429138183594,45.12714385986328,43.65999984741211,44.83285903930664,44.83285903930664,30791600
2013-09-23,45.77000045776367,45.77000045776367,42.788570404052734,43.1485710144043,43.1485710144043,32030600
2013-09-24,43.0428581237793,44.20000076293945,42.907142639160156,43.78428649902344,43.78428649902344,18780300
2013-09-25,44.02857208251953,44.400001525878906,43.43714141845703,43.87714385986328,43.87714385986328,14639100
2013-09-26,44.005714416503906,44.92714309692383,43.92856979370117,44.78714370727539,44.78714370727539,12460700
2013-09-27,44.394287109375,44.788570404052734,44.24285888671875,44.628570556640625,44.628570556640625,8299200
2013-09-30,43.959999084472656,44.592857360839844,43.599998474121094,44.172855377197266,44.172855377197266,12528600
2013-10-01,44.96714401245117,46.38571548461914,44.85714340209961,46.37428665161133,46.37428665161133,29693300
2013-10-02,46.012855529785156,47.657142639160156,45.94571304321289,47.24714279174805,47.24714279174805,30583700
2013-10-03,47.28714370727539,47.78571319580078,45.43571472167969,45.959999084472656,45.959999084472656,24613400
2013-10-04,46.2400016784668,46.900001525878906,45.505714416503906,46.751426696777344,46.751426696777344,16814000
2013-10-07,46.29142761230469,46.709999084472656,45.45000076293945,45.4514274597168,45.4514274597168,14634900
2013-10-08,45.612857818603516,45.931427001953125,42.79571533203125,43.18857192993164,43.18857192993164,28678300
2013-10-09,42.88999938964844,42.939998626708984,40.400001525878906,41.20428466796875,41.20428466796875,41948900
2013-10-10,43.0,43.91857147216797,42.342857360839844,43.42714309692383,43.42714309692383,30695000
2013-10-11,43.47285842895508,43.94428634643555,42.87571334838867,42.978572845458984,42.978572845458984,19200300
2013-10-14,44.37285614013672,46.46714401245117,43.71428680419922,46.33714294433594,46.33714294433594,45659600
2013-10-15,46.44285583496094,46.76142883300781,45.619998931884766,45.95571517944336,45.95571517944336,26848500
2013-10-16,45.72999954223633,46.5,45.46571350097656,46.12571334838867,46.12571334838867,18843300
2013-10-17,46.029998779296875,47.172855377197266,45.665714263916016,47.157142639160156,47.157142639160156,19272400
2013-10-18,47.71428680419922,48.068572998046875,46.79999923706055,47.64285659790039,47.64285659790039,25454800
2013-10-21,48.98857116699219,50.77428436279297,48.58571243286133,50.71285629272461,50.71285629272461,65090200
2013-10-22,55.40571594238281,55.59428405761719,45.92856979370117,46.07428741455078,46.07428741455078,181099800
2013-10-23,45.33142852783203,47.88428497314453,45.28571319580078,47.17714309692383,47.17714309692383,58376500
2013-10-24,47.34857177734375,48.121429443359375,46.237144470214844,47.317142486572266,47.317142486572266,33559400
2013-10-25,47.28571319580078,48.17142868041992,46.558570861816406,46.861427307128906,46.861427307128906,24062500
2013-10-28,46.43000030517578,47.279998779296875,44.54428482055664,44.85714340209961,44.85714340209961,34260800
2013-10-29,45.5099983215332,46.76714324951172,44.17142868041992,46.75714111328125,46.75714111328125,30936500
2013-10-30,46.959999084472656,46.9900016784668,45.08856964111328,45.448570251464844,45.448570251464844,21640500
2013-10-31,45.44428634643555,46.66428756713867,45.099998474121094,46.068572998046875,46.068572998046875,18489800
2013-11-01,46.97571563720703,47.64285659790039,46.55714416503906,47.038570404052734,47.038570404052734,22020600
2013-11-04,47.27857208251953,48.255714416503906,46.45000076293945,48.228572845458984,48.228572845458984,21919100
2013-11-05,47.93428421020508,48.91428756713867,47.57857131958008,48.78571319580078,48.78571319580078,17289300
2013-11-06,48.498573303222656,49.19571304321289,47.54142761230469,47.9471435546875,47.9471435546875,20733300
2013-11-07,48.42856979370117,48.52428436279297,46.4514274597168,46.69428634643555,46.69428634643555,20007400
2013-11-08,46.702857971191406,47.94285583496094,46.50285720825195,47.842857360839844,47.842857360839844,19448800
2013-11-11,47.53571319580078,48.5,46.94571304321289,48.272857666015625,48.272857666015625,16815400
2013-11-12,48.02571487426758,48.5,47.33571243286133,47.67571258544922,47.67571258544922,12231800
2013-11-13,47.60285568237305,47.922855377197266,47.014286041259766,47.89714431762695,47.89714431762695,11967900
2013-11-14,47.970001220703125,49.14285659790039,47.87428665161133,48.93857192993164,48.93857192993164,20104700
2013-11-15,49.228572845458984,49.98428726196289,49.01142883300781,49.96571350097656,49.96571350097656,20152300
2013-11-18,50.0,50.06999969482422,48.5,48.82428741455078,48.82428741455078,20247500
2013-11-19,48.681427001953125,49.54571533203125,47.748573303222656,48.18428421020508,48.18428421020508,17057600
2013-11-20,49.04999923706055,49.478572845458984,48.235713958740234,48.50285720825195,48.50285720825195,19481700
2013-11-21,48.89142990112305,49.81142807006836,48.810001373291016,49.78571319580078,49.78571319580078,15989400
2013-11-22,49.83285903930664,50.08571243286133,49.14285659790039,49.69285583496094,49.69285583496094,14202300
2013-11-25,49.55714416503906,50.41857147216797,49.28714370727539,50.03428649902344,50.03428649902344,13984600
2013-11-26,50.07143020629883,50.922855377197266,49.65285873413086,50.74285888671875,50.74285888671875,14683200
2013-11-27,51.01571273803711,51.978572845458984,50.505714416503906,51.78428649902344,51.78428649902344,16832900
2013-11-29,52.00714111328125,52.5428581237793,51.85857009887695,52.25714111328125,52.25714111328125,8388100
2013-12-02,52.12571334838867,52.56571578979492,51.37285614013672,51.98857116699219,51.98857116699219,11675300
2013-12-03,51.698570251464844,51.939998626708984,50.92856979370117,51.84857177734375,51.84857177734375,13400800
2013-12-04,51.512855529785156,52.66428756713867,50.89285659790039,50.895713806152344,50.895713806152344,19395600
2013-12-05,51.11428451538086,51.59000015258789,50.48428726196289,51.15142822265625,51.15142822265625,13793500
2013-12-06,51.577144622802734,51.61857223510742,50.28571319580078,50.63428497314453,50.63428497314453,12075700
2013-12-09,50.73857116699219,51.40999984741211,50.51571273803711,50.810001373291016,50.810001373291016,11718700
2013-12-10,50.71428680419922,52.06285858154297,50.47428512573242,51.871429443359375,51.871429443359375,14089600
2013-12-11,52.0528564453125,53.022857666015625,51.7457160949707,51.99714279174805,51.99714279174805,20066900
2013-12-12,51.952857971191406,53.5485725402832,51.93571472167969,53.33285903930664,53.33285903930664,21318500
2013-12-13,53.735713958740234,53.85714340209961,52.68714141845703,52.709999084472656,52.709999084472656,17854900
2013-12-16,52.854286193847656,53.0,52.03571319580078,52.33000183105469,52.33000183105469,13911100
2013-12-17,52.39285659790039,53.9571418762207,52.32428741455078,53.5528564453125,53.5528564453125,18448500
2013-12-18,53.408573150634766,53.85714340209961,52.35857009887695,53.748573303222656,53.748573303222656,19881400
2013-12-19,53.4571418762207,54.26571273803711,53.33571243286133,53.81999969482422,53.81999969482422,13849500
2013-12-20,53.78571319580078,54.24142837524414,53.477142333984375,53.66714096069336,53.66714096069336,18817400
2013-12-23,54.09857177734375,54.77571487426758,53.80428695678711,54.36857223510742,54.36857223510742,12624500
2013-12-24,54.394287109375,54.8514289855957,53.92571258544922,54.05571365356445,54.05571365356445,5577600
2013-12-26,54.01571273803711,54.415714263916016,53.689998626708984,53.84714126586914,53.84714126586914,12268900
2013-12-27,53.87285614013672,54.10714340209961,52.25857162475586,52.5,52.5,16948400
2013-12-30,52.51714324951172,52.79142761230469,51.29142761230469,52.42714309692383,52.42714309692383,15075200
2013-12-31,52.21428680419922,52.735713958740234,51.9471435546875,52.5957145690918,52.5957145690918,10516800
2014-01-02,52.40142822265625,52.51142883300781,51.5428581237793,51.83142852783203,51.83142852783203,12325600
