Date,Open,High,Low,Close,Adj Close,Volume
2020-06-01,317.75,322.3500061035156,317.2099914550781,321.8500061035156,321.8500061035156,20197800
2020-06-02,320.75,323.44000244140625,318.92999267578125,323.3399963378906,323.3399963378906,21910700
2020-06-03,324.6600036621094,326.20001220703125,322.29998779296875,325.1199951171875,325.1199951171875,26122800
2020-06-04,324.3900146484375,325.6199951171875,320.7799987792969,322.32000732421875,322.32000732421875,21890100
2020-06-05,323.3500061035156,331.75,323.2300109863281,331.5,331.5,34312600
2020-06-08,330.25,333.6000061035156,327.32000732421875,333.4599914550781,333.4599914550781,23913600
2020-06-09,332.1400146484375,345.6099853515625,332.010009765625,343.989990234375,343.989990234375,36928100
2020-06-10,347.8999938964844,354.7699890136719,346.0899963378906,352.8399963378906,352.8399963378906,41662900
2020-06-11,349.30999755859375,351.05999755859375,335.4800109863281,335.8999938964844,335.8999938964844,50415600
2020-06-12,344.7200012207031,347.79998779296875,334.2200012207031,338.79998779296875,338.79998779296875,50001500
2020-06-15,333.25,345.67999267578125,332.5799865722656,342.989990234375,342.989990234375,34702200
2020-06-16,351.4599914550781,353.20001220703125,344.7200012207031,352.0799865722656,352.0799865722656,41357200
2020-06-17,355.1499938964844,355.3999938964844,351.0899963378906,351.5899963378906,351.5899963378906,28532000
2020-06-18,351.4100036621094,353.45001220703125,349.2200012207031,351.7300109863281,351.7300109863281,24205100
2020-06-19,354.6400146484375,356.55999755859375,345.1499938964844,349.7200012207031,349.7200012207031,66119000
2020-06-22,351.3399963378906,359.4599914550781,351.1499938964844,358.8699951171875,358.8699951171875,33861300
2020-06-23,364.0,372.3800048828125,362.2699890136719,366.5299987792969,366.5299987792969,53038900
2020-06-24,365.0,368.7900085449219,358.5199890136719,360.05999755859375,360.05999755859375,48155800
2020-06-25,360.70001220703125,365.0,357.57000732421875,364.8399963378906,364.8399963378906,34380600
2020-06-26,364.4100036621094,365.32000732421875,353.0199890136719,353.6300048828125,353.6300048828125,51314200
2020-06-29,353.25,362.1700134277344,351.2799987792969,361.7799987792969,361.7799987792969,32661500
